Num	GeneID	a17_example	lb_example	rsm_example	a17_example(Normalized)	lb_example(Normalized)	rsm_example(Normalized)	Start	Stop	Order	Strand	Length	PID	Gene	Function
1	SMc00065	0	18	0	0	1	0	1104685	1104936	SMc1	+	83	15964766	-	signalpeptideprotein
	SMc00129	0	24	0	0	1	0	1106644			-
	SMc00129	0	0	48	0	0	2	1106678			+
	SMc00129	0	0	104	0	0	3	1106733			+
	SMc00129	1	3	5	1	0	0	1106767			+
	SMc00129	0	0	56	0	0	2	1106795			-
	SMc00129	0	0	89	0	0	3	1106847			+
	SMc00129	0	61	214	0	3	7	1106881			-
	SMc00129	0	0	43	0	0	1	1106897			+
	SMc00129	0	128	137	0	7	5	1106924			-
	SMc00129	0	145	173	0	8	6	1106940			-
	SMc00129	0	8	0	0	0	0	1106947			-
	SMc00129	0	14	24	0	1	1	1106998			+
	SMc00129	0	13	113	0	1	4	1107002			-
	SMc00129	0	71	127	0	4	4	1107018			+
4	SMc00067	76	407	958	76	22	31	1107235	1107645	SMc4	+	136	15964769	lppA	outer-membrannelipoprotein
	SMc00067	0	0	111	0	0	4	1107248			+
	SMc00067	0	0	6	0	0	0	1107283			+
	SMc00067	55	0	0	55	0	0	1107355			+
	SMc00067	0	0	66	0	0	2	1107357			-
	SMc00067	0	0	9	0	0	0	1107404			+
	SMc00067	0	0	68	0	0	2	1107468			+
	SMc00067	0	0	33	0	0	1	1107522			+
	SMc00067	0	62	242	0	3	8	1107557			+
	SMc00067	0	0	92	0	0	3	1107599			+
	SMc00067	21	273	299	21	15	10	1107639			+
	SMc00067	0	72	32	0	4	1	1107641			+
