Num	GeneID	condition2	condition3	condition1	condition2(Normalized)	condition3(Normalized)	condition1(Normalized)	Start	Stop	Order	Strand	Length	PID	Gene	Function
24	SM_b20021	0	0	0	0	0	0	29540	30010	SMb0024	+	156	16263772	-	transcriptionalregulator
25	SM_b20022	0	0	0	0	0	0	30658	31224	SMb0025	+	188	16263773	-	hypotheticalprotein
26	SM_b20023	0	1	0	0	1	0	31301	34918	SMb0026	-	1205	16263774	-	hypotheticalprotein
27	SM_b20024	0	0	0	0	0	0	34935	35897	SMb0027	+	320	16263775	-	ribosomallargesubunitpseudouridinesynthaseB
28	SM_b20025	0	0	0	0	0	0	36147	37124	SMb0028	+	325	16263776	-	hypotheticalprotein
29	SM_b20026	0	0	0	0	0	0	37331	37792	SMb0029	+	153	16263777	-	hypotheticalprotein
30	SM_b20027	0	0	0	0	0	0	37805	39310	SMb0030	+	501	16263778	-	hypotheticalprotein
31	SM_b20028	0	0	0	0	0	0	39374	40510	SMb0031	-	378	16263779	-	hypotheticalprotein
32	SM_b20029	0	0	0	0	0	0	40950	41423	SMb0032	+	157	16263780	-	hypotheticalprotein
33	SM_b20030	0	0	0	0	0	0	41423	42280	SMb0033	+	285	16263781	sig	RNApolymerasesigmafactorSigJ
34	SM_b20031	0	0	0	0	0	0	42306	42554	SMb0034	-	82	16263782	-	hypotheticalprotein
35	SM_b20032	0	0	0	0	0	0	42651	43385	SMb0035	-	244	16263783	-	hypotheticalprotein
36	SM_b20033	0	0	0	0	0	0	43775	44437	SMb0036	-	220	16263784	-	transcriptionalregulator
37	SM_b20034	0	0	0	0	0	0	44734	45297	SMb0037	+	187	16263785	-	ABCtransporter
38	SM_b20035	0	0	0	0	0	0	45308	46588	SMb0038	+	426	16263786	-	ABCtransporterpermease
39	SM_b20036	0	0	0	0	0	0	46649	47665	SMb0039	+	338	16263787	-	ABCtransportersubstrate-bindingprotein
40	SM_b20037	0	0	0	0	0	0	47745	48605	SMb0040	+	286	16263788	aroE	shikimate5-dehydrogenase
41	SM_b20038	0	0	0	0	0	0	48822	49049	SMb0041	+	75	16263789	-	hypotheticalprotein
42	SM_b20039	0	0	1	0	0	1	49146	50570	SMb0042	-	474	16263790	-	transcriptionalregulator
43	SM_b20040	0	0	0	0	0	0	50652	51512	SMb0043	+	286	16263791	-	hypotheticalprotein
44	SM_b20041	0	0	0	0	0	0	51703	52233	SMb0044	+	176	16263792	-	hypotheticalprotein
45	SM_b20042	0	0	0	0	0	0	52256	53413	SMb0045	-	385	16263793	-	hypotheticalprotein
46	SM_b20043	0	1	0	0	1	0	53787	54629	SMb0046	+	280	16263794	-	hypotheticalprotein
47	SM_b20044	0	0	0	0	0	0	55090	56400	SMb0047	-	436	16263795	repC1	replicationinitiationproteinRepC
48	SM_b20045	0	0	0	0	0	0	56556	57560	SMb0048	-	334	16263796	repB1	replicationproteinB
49	SM_b20046	0	0	0	0	0	0	57564	58760	SMb0049	-	398	16263797	repA1	replicationproteinA
50	SM_b20047	0	0	0	0	0	0	59127	59315	SMb0050	+	62	16263798	-	hypotheticalprotein
51	SM_b20048	0	0	0	0	0	0	59484	60191	SMb0051	+	235	16263799	-	transcriptionalregulator
52	SM_b20049	0	0	0	0	0	0	60310	62271	SMb0052	+	653	16263800	fusA2	elongationfactorG
53	SM_b20050	0	0	0	0	0	0	62415	62924	SMb0053	-	169	16263801	-	hypotheticalprotein
54	SM_b20054	0	0	0	0	0	0	63020	63847	SMb0054	-	275	16263802	cpo	non-hemechloroperoxidase
55	SM_b20055	0	0	0	0	0	0	63995	64984	SMb0055	+	329	16263803	-	transcriptionalregulator
56	SM_b20056	0	0	0	0	0	0	66644	67711	SMb0056	+	355	16263804	-	ABCtransportersubstrate-bindingprotein
57	SM_b20057	0	0	0	0	0	0	67708	68751	SMb0057	+	347	16263805	-	ABCtransporterpermease
58	SM_b20058	0	0	0	0	0	0	68748	69548	SMb0058	+	266	16263806	-	ABCtransporterATP-bindingprotein
59	SM_b20059	0	0	0	0	0	0	69552	70331	SMb0059	+	259	16263807	-	SAM-dependentmethyltransferase
60	SM_b20060	0	0	0	0	0	0	70423	71619	SMb0060	+	398	16263808	TRm5	ISRm5transposase
61	SM_b22003	0	0	0	0	0	0	71778	72098	SMb0061	-	106	195970076	-	hypotheticalprotein
62	SM_b20061	0	0	0	0	0	0	72259	72414	SMb0062	+	51	16263809	-	hypotheticalprotein
63	SM_b20062	0	0	0	0	0	0	72518	72766	SMb0063	+	82	16263810	-	hypotheticalprotein
64	SM_b20063	0	0	0	0	0	0	72756	73052	SMb0064	+	98	16263811	-	hypotheticalprotein
65	SM_b20064	0	0	0	0	0	0	72974	73420	SMb0065	-	148	16263812	-	hypotheticalprotein
66	SM_b20065	0	0	0	0	0	0	73972	74370	SMb0066	+	132	16263813	-	hypotheticalprotein
67	SM_b20066	0	0	0	0	0	0	74537	74722	SMb0067	+	61	16263814	-	hypotheticalprotein
68	SM_b20067	0	0	0	0	0	0	74726	75247	SMb0068	-	173	16263815	-	hypotheticalprotein
69	SM_b20068	0	0	0	0	0	0	75462	75671	SMb0069	+	69	16263816	-	hypotheticalprotein
70	SM_b20069	0	0	0	0	0	0	76205	77608	SMb0070	+	467	16263817	-	aminoacidcarrierprotein
71	SM_b20070	0	0	0	0	0	0	77869	79356	SMb0071	-	495	16263818	-	sulfatepermease
72	SM_b20071	0	0	0	0	0	0	79574	80767	SMb0072	-	397	16263819	-	effluxprotein
73	SM_b20072	0	0	0	0	0	0	81239	82168	SMb0073	-	309	16263820	-	rhizopinebindingprotein
74	SM_b20073	0	0	0	0	0	0	82331	83188	SMb0074	-	285	16263821	-	oxidoreductase
75	SM_b20074	0	0	0	0	0	0	83384	83626	SMb0075	+	80	16263822	-	hypotheticalprotein
76	SM_b20075	0	0	0	0	0	0	83675	83866	SMb0076	+	63	16263823	-	hypotheticalprotein
77	SM_b20076	0	0	0	0	0	0	83965	84981	SMb0077	+	338	16263824	-	short-chaindehydrogenase
78	SM_b20077	0	0	0	0	0	0	85081	86745	SMb0078	+	554	16263825	-	sensorhistidinekinase
79	SM_b20078	0	0	0	0	0	0	86745	87380	SMb0079	+	211	16263826	-	responseregulator
80	SM_b20079	0	0	0	0	0	0	88213	91431	SMb0080	+	1072	16263827	-	hemolysin-adenlyatecyclase
81	SM_b20080	0	0	0	0	0	0	91546	92715	SMb0081	+	389	195970069	-	alcoholdehydrogenase
82	SM_b20081	0	0	0	0	0	0	92735	93445	SMb0082	-	236	16263829	-	hypotheticalprotein
83	SM_b20082	0	0	0	0	0	0	93442	94260	SMb0083	-	272	16263830	-	hypotheticalprotein
84	SM_b20083	0	0	0	0	0	0	94552	94791	SMb0084	+	79	16263831	-	hypotheticalprotein
85	SM_b20084	0	0	0	0	0	0	94903	95076	SMb0085	-	57	16263832	-	hypotheticalprotein
86	SM_b20085	0	0	0	0	0	0	95128	95274	SMb0086	-	48	16263833	-	hypotheticalprotein
87	SM_b20086	0	0	0	0	0	0	95472	95774	SMb0087	+	100	16263834	-	hypotheticalprotein
88	SM_b20087	0	0	0	0	0	0	95797	96402	SMb0088	+	201	16263835	-	hypotheticalprotein
89	SM_b20088	0	0	0	0	0	0	96557	98533	SMb0089	+	658	16263836	-	hypotheticalprotein
90	SM_b20089	0	0	0	0	0	0	98552	98875	SMb0090	-	107	16263837	-	hypotheticalprotein
91	SM_b20090	0	0	0	0	0	0	98879	99070	SMb0091	-	63	16263838	-	hypotheticalprotein
92	SM_b20091	0	0	0	0	0	0	99186	99692	SMb0092	+	168	16263839	-	hypotheticalprotein
93	SM_b20092	0	0	0	0	0	0	99778	100536	SMb0093	-	252	16263840	-	hypotheticalprotein
94	SM_b20093	0	0	0	0	0	0	100574	101515	SMb0094	+	313	16263841	-	hypotheticalprotein
95	SM_b20094	0	0	0	0	0	0	101410	103182	SMb0095	-	590	16263842	-	phospholipase
96	SM_b20095	0	0	0	0	0	0	103207	105024	SMb0096	+	605	16263843	-	pyruvateoxidase
97	SM_b20096	0	0	0	0	0	0	105053	105493	SMb0097	+	146	16263844	-	hypotheticalprotein
98	SM_b20097	0	0	0	0	0	0	105495	106724	SMb0098	+	409	16263845	-	oxidoreductase
99	SM_b20098	0	0	0	0	0	0	106733	107128	SMb0099	+	131	16263846	-	hypotheticalprotein
100	SM_b20099	0	0	0	0	0	0	107125	108759	SMb0100	+	544	16263847	-	maltosealpha-D-glucosyltransferase
101	SM_b20100	0	0	0	0	0	0	108761	109747	SMb0101	+	328	16263848	-	dehydrogenase
102	SM_b20101	0	0	0	0	0	0	109808	111088	SMb0102	+	426	16263849	-	hydroxyglutarateoxidase
103	SM_b20102	0	0	0	0	0	0	111176	113059	SMb0103	+	627	16263850	acoR	acetoincatabolismregulatoryprotein
104	SM_b20103	0	0	0	0	0	0	113274	115076	SMb0104	+	600	16263851	-	FAD-dependentoxidoreductase
105	SM_b20104	0	0	0	0	0	0	115152	115910	SMb0105	-	252	16263852	-	hypotheticalprotein
106	SM_b20105	0	0	0	0	0	0	116012	116644	SMb0106	-	210	16263853	-	transcriptionalregulator
107	SM_b20106	0	0	0	0	0	0	116824	117555	SMb0107	+	243	16263854	-	transcriptionalregulator
108	SM_b20107	0	0	0	0	0	0	117623	118579	SMb0108	+	318	16263855	-	hypotheticalprotein
109	SM_b20108	0	0	0	0	0	0	118703	120211	SMb0109	+	502	16263856	-	peptideABCtransportersubstrate-bindingprotein
110	SM_b20109	0	0	0	0	0	0	120284	121207	SMb0110	+	307	16263857	-	peptideABCtransporterpermease
111	SM_b20110	0	0	0	0	0	0	121204	122151	SMb0111	+	315	16263858	-	oligopeptideABCtransporterpermease
112	SM_b20111	0	0	0	0	0	0	122148	123788	SMb0112	+	546	16263859	-	oligopeptideABCtransporterATP-bindingprotein
113	SM_b20112	0	0	0	0	0	0	123785	124672	SMb0113	+	295	16263860	-	hypotheticalprotein
114	SM_b20113	0	0	0	0	0	0	124709	125641	SMb0114	-	310	16263861	-	dehydrogenase
115	SM_b20114	0	0	0	0	0	0	125644	126369	SMb0115	-	241	16263862	-	hypotheticalprotein
116	SM_b20115	0	0	0	0	0	0	126396	128117	SMb0116	-	573	16263863	ilvD4	dihydroxy-aciddehydratase
117	SM_b20116	0	0	0	0	0	0	128252	130456	SMb0117	-	734	16263864	-	hypotheticalprotein
118	SM_b20117	0	0	0	0	0	0	130586	131686	SMb0118	-	366	16263865	-	sugartransferase
119	SM_b20118	0	0	0	0	0	0	132167	132586	SMb0119	-	139	16263866	-	hypotheticalprotein
120	SM_b20119	0	0	0	0	0	0	132609	132965	SMb0120	-	118	16263867	-	hypotheticalprotein
121	SM_b22004	0	0	0	0	0	0	132946	133338	SMb0121	-	130	195970070	-	plasmidstabilizationsystemprotein
122	SM_b20121	0	0	0	0	0	0	133283	133558	SMb0122	-	91	16263869	-	hypotheticalprotein
123	SM_b20122	0	0	0	0	0	0	133740	134075	SMb0123	-	111	16263870	-	hypotheticalprotein
124	SM_b20123	0	0	0	0	0	0	134261	135157	SMb0124	-	298	16263871	-	transcriptionalregulator
125	SM_b20124	0	0	0	0	0	0	135279	136805	SMb0125	-	508	16263872	-	sugarABCtransporterATP-bindingprotein
126	SM_b20125	0	0	0	0	0	0	136815	137747	SMb0126	-	310	16263873	-	sugarABCtransporterpermease
127	SM_b20126	0	0	0	0	0	0	137756	138853	SMb0127	-	365	16263874	-	sugarABCtransporterpermease
128	SM_b20127	0	0	0	0	0	0	139006	139986	SMb0128	-	326	16263875	-	hypotheticalprotein
129	SM_b20128	0	0	0	0	0	0	140042	141355	SMb0129	-	437	16263876	-	deaminase
130	SM_b20129	0	0	0	0	0	0	141805	142584	SMb0130	+	259	16263877	-	transcriptionalregulator
131	SM_b20130	0	0	0	0	0	0	142635	143498	SMb0131	+	287	16263878	-	dehydrogenase
132	SM_b20131	0	0	0	0	0	0	143495	143980	SMb0132	+	161	16263879	-	oxidoreductase
133	SM_b20132	0	0	0	0	0	0	143977	146295	SMb0133	+	772	16263880	-	dehydrogenase
134	SM_b20133	0	0	0	0	0	0	146295	147344	SMb0134	+	349	16263881	-	hypotheticalprotein
135	SM_b20134	0	0	0	0	0	0	147547	148938	SMb0135	-	463	16263882	-	permease
136	SM_b20135	0	0	0	0	0	0	149017	149649	SMb0136	-	210	16263883	-	3-octaprenyl-4-hydroxybenzoatecarboxy-lyase
137	SM_b20136	0	0	0	0	0	0	149680	151053	SMb0137	-	457	16263884	-	hypotheticalprotein
138	SM_b20137	0	0	0	0	0	0	151195	152136	SMb0138	-	313	16263885	-	hypotheticalprotein
139	SM_b20138	0	0	0	0	0	0	152176	153102	SMb0139	-	308	16263886	-	hypotheticalprotein
140	SM_b20139	0	0	0	0	0	0	153414	153908	SMb0140	+	164	16263887	-	hypotheticalprotein
141	SM_b20140	0	0	0	0	0	0	153928	154809	SMb0141	-	293	16263888	dapA2	dihydrodipicolinatesynthase
142	SM_b20141	0	0	0	0	0	0	154809	156455	SMb0142	-	548	16263889	-	oligopeptideABCtransporterATP-bindingprotein
143	SM_b20142	0	0	0	0	0	0	156448	157371	SMb0143	-	307	16263890	-	oligopeptideABCtransporterpermease
144	SM_b20143	0	0	0	0	0	0	157386	158300	SMb0144	-	304	16263891	-	oligopeptideABCtransporterpermease
145	SM_b20144	0	0	0	0	0	0	158386	159891	SMb0145	-	501	16263892	-	ABCtransporteroligopeptide-bindingprotein
146	SM_b20145	0	0	0	0	0	0	160206	161393	SMb0146	+	395	16263893	-	hypotheticalprotein
147	SM_b20146	0	0	0	0	0	0	161393	162358	SMb0147	+	321	16263894	pdxA2	pyridoxalphosphatebiosyntheticprotein
148	SM_b20147	0	0	0	0	0	0	162355	163461	SMb0148	+	368	16263895	-	alcoholdehydrogenase
149	SM_b20148	0	0	0	0	0	0	163686	164387	SMb0149	-	233	16263896	-	transcriptionalregulator
150	SM_b20149	0	0	0	0	0	0	164391	165422	SMb0150	-	343	16263897	-	hypotheticalprotein
151	SM_b20150	0	0	0	0	0	0	165740	166579	SMb0151	+	279	16263898	-	inositolmonophosphatase
152	SM_b20151	0	0	0	0	0	0	166645	167262	SMb0152	+	205	16263899	-	hypotheticalprotein
153	SM_b20152	0	0	0	0	0	0	167256	168974	SMb0153	+	572	16263900	-	hypotheticalprotein
154	SM_b20153	0	0	0	0	0	0	169058	170701	SMb0154	+	547	16263901	-	hypotheticalprotein
155	SM_b20154	0	0	0	0	0	0	170752	171738	SMb0155	-	328	16263902	-	transcriptionalregulator
156	SM_b20155	0	0	0	0	0	0	172249	174099	SMb0156	+	616	16263903	-	ABCtransporterpermease
157	SM_b20156	0	0	0	0	0	0	174099	175232	SMb0157	+	377	16263904	-	ABCtransporterATP-bindingprotein
158	SM_b20157	0	0	0	0	0	0	175274	176398	SMb0158	+	374	16263905	-	ABCtransportersubstrate-bindingprotein
159	SM_b20158	0	0	0	0	0	0	176427	177551	SMb0159	+	374	16263906	-	ABCtransportersubstrate-bindingprotein
160	SM_b20159	0	0	0	0	0	0	177605	178489	SMb0160	+	294	16263907	-	inositolmonophosphatase
161	SM_b22005	0	0	0	0	0	0	179168	179536	SMb0161	+	122	195970077	-	hypotheticalprotein
162	SM_b20161	0	0	0	0	0	0	179533	179883	SMb0162	+	116	16263909	-	hypotheticalprotein
163	SM_b20162	0	0	0	0	0	0	180077	180766	SMb0163	+	229	16263910	-	transcriptionalregulator
164	SM_b20163	0	0	0	0	0	0	180811	181980	SMb0164	+	389	16263911	-	hypotheticalprotein
165	SM_b20164	0	0	0	0	0	0	181977	184220	SMb0165	+	747	16263912	-	sensorhistidinekinase
166	SM_b20165	0	0	0	0	0	0	184327	184998	SMb0166	+	223	16263913	-	hypotheticalprotein
167	SM_b20166	0	0	0	0	0	0	184995	185348	SMb0167	+	117	16263914	-	hypotheticalprotein
168	SM_b20167	0	0	0	0	0	0	185422	186234	SMb0168	-	270	16263915	-	hypotheticalprotein
169	SM_b20168	0	0	0	0	0	0	186369	187466	SMb0169	+	365	16263916	-	hypotheticalprotein
170	SM_b20169	0	0	0	0	0	0	187595	188236	SMb0170	-	213	16263917	-	hypotheticalprotein
171	SM_b20170	0	0	0	0	0	0	188406	189533	SMb0171	+	375	16263918	fdh	glutathione-dependentformaldehydedehydrogenase
172	SM_b20171	0	0	0	0	0	0	189530	190372	SMb0172	+	280	195970068	-	carboxylesterase
173	SM_b20172	0	0	0	0	0	0	190386	190796	SMb0173	+	136	16263920	-	cytochromecprotein
174	SM_b20173	0	0	0	0	0	0	190974	192779	SMb0174	+	601	16263921	-	methanoldehydrogenase,largesubunit
175	SM_b20174	0	0	0	0	0	0	192858	193388	SMb0175	+	176	16263922	-	cytochromecprotein
176	SM_b20175	0	0	0	0	0	0	193345	194211	SMb0176	+	288	195970067	-	hypotheticalprotein
177	SM_b20176	0	0	0	0	0	0	194208	194753	SMb0177	+	181	16263924	-	hypotheticalprotein
178	SM_b20177	0	0	0	0	0	0	194927	195448	SMb0178	-	173	16263925	-	hypotheticalprotein
179	SM_b20178	0	0	0	0	0	0	195575	196762	SMb0179	+	395	16263926	-	hypotheticalprotein
180	SM_b20179	0	0	0	0	0	0	196764	197738	SMb0180	+	324	16263927	-	hypotheticalprotein
181	SM_b20180	0	0	0	0	0	0	197742	198221	SMb0181	+	159	16263928	-	hypotheticalprotein
182	SM_b20181	0	0	0	0	0	0	198276	199247	SMb0182	+	323	16263929	-	ABCtransportersubstrate-bindingprotein
183	SM_b20182	0	0	0	0	0	0	199222	200001	SMb0183	+	259	16263930	-	ABCtransporter
184	SM_b20183	0	0	0	0	0	0	199998	200621	SMb0184	+	207	16263931	-	ABCtransporterATP-bindingprotein
185	SM_b20184	0	0	0	0	0	0	200618	201346	SMb0185	+	242	16263932	-	ABCtransporterATP-bindingprotein
186	SM_b20185	0	0	0	0	0	0	201343	202134	SMb0186	+	263	16263933	-	hypotheticalprotein
187	SM_b20186	0	0	0	0	0	0	202255	202824	SMb0187	+	189	16263934	-	glutathione-dependentformaldehyde-activatingprotein
188	SM_b20194	0	0	0	0	0	0	203136	203702	SMb0188	-	188	195970066	-	hypotheticalprotein
189	SM_b20195	0	0	0	0	0	0	203706	204392	SMb0189	-	228	16263936	ppe	pentose-5-phosphate-3-epimerase
190	SM_b20196	0	0	0	0	0	0	204389	205324	SMb0190	-	311	16263937	cbbX	CbbXprotein
191	SM_b20197	0	0	0	0	0	0	205336	205725	SMb0191	-	129	16263938	cbbS	ribulose-1,5-bisphosphatecarboxylasesmallsubunitprotein
192	SM_b20198	0	0	0	0	0	0	205767	207227	SMb0192	-	486	16263939	rbcL	ribulosebisophosphatecarboxylase
193	SM_b20199	0	0	0	0	0	0	207260	208339	SMb0193	-	359	16263940	cbbA	fructose-1,6-bisphosphatealdolase
194	SM_b20200	0	0	0	0	0	0	208342	210426	SMb0194	-	694	16263941	cbbT	transketolase
195	SM_b20201	0	0	0	0	0	0	210437	211306	SMb0195	-	289	16263942	cbbP	phosphoribulokinase
196	SM_b20202	0	0	0	0	0	0	211317	212366	SMb0196	-	349	16263943	cbbF	fructose-1,6-bisphosphatase
197	SM_b20203	0	0	0	0	0	0	212468	213409	SMb0197	+	313	16263944	cbbR	transcriptionalregulator
198	SM_b20204	0	0	0	0	0	0	213692	213787	SMb0198	+	31	16263945	pqqA	coenzymePQQsynthesisproteinPqqA
199	SM_b20205	0	0	0	0	0	0	213829	214740	SMb0199	+	303	16263946	pqqB	pyrroloquinolinequinonebiosynthesisproteinPqqB
200	SM_b20206	0	0	0	0	0	0	214737	215507	SMb0200	+	256	16263947	pqqC	pyrroloquinolinequinonebiosynthesisproteinPqqC
201	SM_b20207	0	0	0	0	0	0	215504	215800	SMb0201	+	98	16263948	pqqD	pyrroloquinolinequinonesynthesisproteinD
202	SM_b20208	0	0	0	0	0	0	215797	216924	SMb0202	+	375	16263949	pqqE	pyrroloquinolinequinonebiosynthesisproteinPqqE
203	SM_b20209	0	0	0	0	0	0	216993	217232	SMb0203	-	79	16263950	-	hypotheticalprotein
204	SM_b20210	0	0	0	0	0	0	217287	218000	SMb0204	-	237	16263951	-	oxidoreductase
205	SM_b20211	0	0	0	0	0	0	218142	219074	SMb0205	-	310	16263952	-	transcriptionalregulator
206	SM_b20212	0	0	0	0	0	0	219262	219942	SMb0206	+	226	16263953	-	hypotheticalprotein
207	SM_b20213	0	0	0	0	0	0	219980	221863	SMb0207	+	627	16263954	-	hypotheticalprotein
208	SM_b20214	0	0	0	0	0	0	222127	222930	SMb0208	+	267	16263955	-	oxidoreductase
209	SM_b20215	0	0	0	0	0	0	222993	223973	SMb0209	+	326	16263956	-	transcriptionalregulator
210	SM_b20216	0	0	0	0	0	0	224114	225160	SMb0210	+	348	16263957	-	epoxidehydrolase
211	SM_b20217	0	0	0	0	0	0	225378	226043	SMb0211	+	221	16263958	-	hypotheticalprotein
212	SM_b20218	0	0	0	0	0	0	226214	227578	SMb0212	-	454	16263959	-	sensorhistidinekinase
213	SM_b20219	0	0	0	0	0	0	227578	228315	SMb0213	-	245	16263960	-	responseregulatorprotein
214	SM_b22002	0	0	0	0	0	0	228407	228829	SMb0214	-	140	195970078	-	epoxidehydrolase
215	SM_b20221	0	0	0	0	0	0	228706	229740	SMb0215	-	344	16263961	-	epoxidehydrolase
216	SM_b20222	0	0	0	0	0	0	229750	230172	SMb0216	-	140	195970065	-	hypotheticalprotein
217	SM_b22001	0	0	0	0	0	0	230872	231375	SMb0217	+	167	195970071	-	hypotheticalprotein
218	SM_b20225	0	0	0	0	0	0	231657	232343	SMb0218	-	228	16263964	smc22-1	osmoticallyinduciblesensoryprotein
219	SM_b20226	0	0	0	0	0	0	232509	232682	SMb0219	+	57	16263965	-	hypotheticalprotein
220	SM_b20227	0	0	0	0	0	0	232839	233417	SMb0220	+	192	16263966	ndiA-1	nutrientdeprivation-inducedprotein
221	SM_b20228	0	0	0	0	0	0	233410	233829	SMb0221	+	139	16263967	ndiA-2	nutrientdeprivation-inducedprotein
222	SM_b20229	0	0	0	0	0	0	233826	234800	SMb0222	+	324	16263968	ndiB	nutrientdeprivation-inducedprotein
223	SM_b20230	0	0	0	0	0	0	235032	236036	SMb0223	+	334	16263969	smc22-r	smc22-rprotein
224	SM_b20231	0	0	0	0	0	0	236096	237451	SMb0224	+	451	16263970	-	sugarABCtransportersubstrate-bindingprotein
225	SM_b20232	0	0	0	0	0	0	237509	238453	SMb0225	+	314	16263971	-	sugarABCtransporterpermease
226	SM_b20233	0	0	0	0	0	0	238443	239291	SMb0226	+	282	16263972	-	sugarABCtransporterpermease
227	SM_b20234	0	0	0	0	0	0	239322	240518	SMb0227	+	398	16263973	-	hypotheticalprotein
228	SM_b20235	0	0	0	0	0	0	240520	241611	SMb0228	+	363	16263974	-	sugarABCtransporterATP-bindingprotein
229	SM_b20236	0	0	0	0	0	0	241731	242075	SMb0229	+	114	16263975	-	hypotheticalprotein
230	SM_b20238	0	0	0	0	0	0	242403	243197	SMb0230	-	264	16263976	-	hypotheticalprotein
231	SM_b20239	0	0	0	0	0	0	243200	244240	SMb0231	-	346	16263977	rmlB	dTDP-glucose4,6-dehydratase
232	SM_b20240	0	0	0	0	0	0	244260	245378	SMb0232	-	372	16263978	-	hypotheticalprotein
233	SM_b20241	0	0	0	0	0	0	245375	246460	SMb0233	-	361	16263979	-	hypotheticalprotein
234	SM_b20242	0	0	0	0	0	0	246457	247587	SMb0234	-	376	16263980	-	hypotheticalprotein
235	SM_b20243	0	0	0	0	0	0	247592	248743	SMb0235	-	383	16263981	-	glycosyltransferase
236	SM_b20244	0	0	0	0	0	0	248740	249861	SMb0236	-	373	16263982	tyv	CDP-tyvelose-2-epimerase
237	SM_b20245	0	0	0	0	0	0	249858	250964	SMb0237	-	368	16263983	-	UDP-glucose4-epimerase
238	SM_b20246	0	0	0	0	0	0	251298	252290	SMb0238	+	330	16263984	-	oxidoreductase
239	SM_b20247	0	0	0	0	0	0	252295	253308	SMb0239	+	337	16263985	-	oxidoreductase
240	SM_b20248	0	0	0	0	0	0	253338	255086	SMb0240	-	582	16263986	-	hypotheticalprotein
241	SM_b20249	0	0	1	0	0	1	255238	256341	SMb0241	+	367	16263987	-	myo-inositol-1-phosphatesynthase
242	SM_b20250	0	0	0	0	0	0	256338	256937	SMb0242	+	199	16263988	-	hypotheticalprotein
243	SM_b20251	0	0	0	0	0	0	257009	257971	SMb0243	+	320	16263989	-	hypotheticalprotein
244	SM_b20252	0	0	0	0	0	0	257884	259248	SMb0244	-	454	16263990	-	hypotheticalprotein
245	SM_b20253	0	0	0	0	0	0	259295	260200	SMb0245	-	301	16263991	-	hypotheticalprotein
246	SM_b20254	0	0	0	0	0	0	260409	260684	SMb0246	-	91	16263992	-	hypotheticalprotein
247	SM_b20255	0	0	0	0	0	0	260759	261310	SMb0247	-	183	16263993	-	hypotheticalprotein
248	SM_b20256	0	0	0	0	0	0	261442	261891	SMb0248	-	149	16263994	-	hypotheticalprotein
